,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
2278,07071 19 D-1.56-201401141655952517506,07071 19 D,1.56,2.01E+20,5,NDL,2,4,D,10,H,52653,U
2279,07071 19 D-1.78-201401101505195541276,07071 19 D,1.78,2.01E+20,3,DL,2,4,D,22,H,48500,U
2280,07071 19 D-2.53-201401130708195540386,07071 19 D,2.53,2.01E+20,3,DL,3,4,D,22,H,45336,U
2281,07071 19 D-2.67-201401060800195540180,07071 19 D,2.67,2.01E+20,5,DL,2,4,D,22,H,45113,U
2282,07071 19TD-1.71-201401141515952512069,07071 19TD,1.71,2.01E+20,5,DL,2,4,D,6,H,50647,U
2283,07071 19TD-1.77-201401050530952518536,07071 19TD,1.77,2.01E+20,5,NDL,1,4,D,6,H,50647,U
2284,07072 19 D-1.63-201401141225197600274,07072 19 D,1.63,2.01E+20,5,DL,1,4,D,10,I,33500,U
2285,07072 19 D-1.74-201401140755197600596,07072 19 D,1.74,2.01E+20,3,DL,3,4,D,10,I,33500,U
2286,07072 19 U-5.26-201401020815197600596,07072 19 U,5.26,2.01E+20,4,DL,2,4,UD,0,L,29500,U
2287,07072 19 U-5.48-201401052130197600332,07072 19 U,5.48,2.01E+20,3,NDL,2,4,UD,0,L,29500,U
2288,07090 19 D-1.22-201401101020956520059,07090 19 D,1.22,2.01E+20,5,DL,2,4,D,99,H,57000,U
2289,07090 19 D-1.88-201401070535956517514,07090 19 D,1.88,2.01E+20,5,NDL,4,4,D,4,H,66000,U
2290,07091 19RD-10.108-201401111355190016686,07091 19RD,10.108,2.01E+20,4,DL,2,> 4,D,19,H,199241,U
2291,07091 19RD-10.98-201401012101955019527,07091 19RD,10.98,2.01E+20,4,NDL,2,> 4,D,7,H,217500,U
2292,07091 19RD-11.272-201401021710953020467,07091 19RD,11.272,2.01E+20,4,NDL,2,> 4,D,7,H,222500,U
2293,07091 19RD-11.49-201401141130953016071,07091 19RD,11.49,2.01E+20,5,DL,2,> 4,D,7,H,222500,U
2294,07091 19RD-12.21-201401122130955020340,07091 19RD,12.21,2.01E+20,5,NDL,2,> 4,D,7,H,265379,U
2295,07091 19RD-12.23-201401102110955020230,07091 19RD,12.23,2.01E+20,5,NDL,2,> 4,D,7,H,265379,U
2296,07091 19RD-12.27-201401130900955018531,07091 19RD,12.27,2.01E+20,5,DL,3,> 4,D,7,H,265206,U
2297,07091 19RD-12.968-201401071434194105615,07091 19RD,12.968,2.01E+20,5,DL,2,> 4,D,18,H,264190,U
2298,07091 19RD-13.15-201401142330955020321,07091 19RD,13.15,2.01E+20,5,NDL,2,> 4,D,7,H,267500,U
2299,07091 19RD-13.22-201401122106955020551,07091 19RD,13.22,2.01E+20,4,NDL,2,> 4,D,7,H,267500,U
2300,07091 19RD-13.263-201401031544194110544,07091 19RD,13.263,2.01E+20,4,DL,2,> 4,D,7,H,267500,U
2301,07091 19RD-13.32-201401080656955013600,07091 19RD,13.32,2.01E+20,5,DL,2,> 4,D,7,H,267500,U
2302,07091 19RD-13.32-201401081650955015329,07091 19RD,13.32,2.01E+20,5,DL,2,> 4,D,7,H,267500,U
2303,07091 19RD-13.51-201401050210955019518,07091 19RD,13.51,2.01E+20,3,NDL,1,> 4,D,7,H,267500,U
2304,07091 19RD-13.65-201401120823955018531,07091 19RD,13.65,2.01E+20,5,DL,2,> 4,D,7,H,261000,U
2305,07091 19RD-13.82-201401090530955015329,07091 19RD,13.82,2.01E+20,5,NDL,2,> 4,D,7,H,261000,U
2306,07091 19RD-14.02-201401071610955020597,07091 19RD,14.02,2.01E+20,5,DL,2,> 4,D,7,H,261000,U
2307,07091 19RD-14.13-201401101727955020226,07091 19RD,14.13,2.01E+20,4,NDL,2,> 4,D,7,H,259500,U
2308,07091 19RD-15.09-201401111610955020597,07091 19RD,15.09,2.01E+20,5,DL,1,> 4,D,7,H,248500,U
2309,07091 19RD-15.73-201401100305955020696,07091 19RD,15.73,2.01E+20,4,NDL,2,> 4,D,6,H,261000,U
2310,07091 19RD-16.45-201401091450955018271,07091 19RD,16.45,2.01E+20,5,DL,1,> 4,D,6,H,261000,U
2311,07091 19RD-16.67-201401070740955016237,07091 19RD,16.67,2.01E+20,3,DL,2,> 4,D,6,H,261000,U
2312,07091 19RD-16.88-201401081615955018271,07091 19RD,16.88,2.01E+20,4,DL,2,> 4,D,6,H,261000,U
2313,07091 19RD-16.99-201401012100955020696,07091 19RD,16.99,2.01E+20,5,NDL,2,> 4,D,6,H,276000,U
2314,07091 19RD-17.367-201401030105955019120,07091 19RD,17.367,2.01E+20,5,NDL,1,> 4,D,6,H,276000,U
2315,07091 19RD-17.55-201401021720955017998,07091 19RD,17.55,2.01E+20,5,NDL,2,> 4,D,6,H,276000,U
2316,07091 19RD-17.57-201401041148955020131,07091 19RD,17.57,2.01E+20,4,DL,3,> 4,D,6,H,276000,U
2317,07091 19RD-17.66-201401090758955013600,07091 19RD,17.66,2.01E+20,5,DL,3,> 4,D,6,H,276000,U
2318,07091 19RD-17.66-201401131050955014312,07091 19RD,17.66,2.01E+20,3,DL,2,> 4,D,6,H,276000,U
2319,07091 19RD-17.82-201401121605955018531,07091 19RD,17.82,2.01E+20,3,DL,1,> 4,D,6,H,276000,U
2320,07091 19RD-17.868-201401010700955014862,07091 19RD,17.868,2.01E+20,5,DL,1,> 4,D,6,H,276000,U
2321,07091 19RD-18-201401091740955019518,07091 19RD,18,2.01E+20,5,NDL,3,> 4,D,6,H,276000,U
2322,07091 19RD-18-201401140430955020689,07091 19RD,18,2.01E+20,4,NDL,3,> 4,D,6,H,276000,U
2323,07091 19RD-18.06-201401062220955017398,07091 19RD,18.06,2.01E+20,5,DL,2,> 4,D,6,H,276000,U
2324,07091 19RD-18.61-201401130735955014312,07091 19RD,18.61,2.01E+20,5,DL,2,> 4,D,6,H,270500,U
2325,07091 19RD-18.71-201401080850955014862,07091 19RD,18.71,2.01E+20,4,DL,3,> 4,D,6,H,268500,U
2326,07091 19RD-19.08-201401071830955020551,07091 19RD,19.08,2.01E+20,5,NDL,2,> 4,D,6,H,268500,U
2327,07091 19RD-19.42-201401061835955017398,07091 19RD,19.42,2.01E+20,4,NDL,3,> 4,D,6,H,249500,U
2328,07091 19RD-19.62-201401061305955017998,07091 19RD,19.62,2.01E+20,5,DL,3,> 4,D,6,H,248000,U
2329,07091 19RD-19.7-201401060900955020392,07091 19RD,19.7,2.01E+20,5,DL,2,> 4,D,6,H,247675,U
2330,07091 19RD-20.094-201401110050955016761,07091 19RD,20.094,2.01E+20,5,NDL,2,> 4,D,6,H,247141,U
2331,07091 19RD-20.558-201401091425190025141,07091 19RD,20.558,2.01E+20,4,DL,2,> 4,D,6,H,241000,U
2332,07091 19RD-20.56-201401130730955014312,07091 19RD,20.56,2.01E+20,5,DL,2,> 4,D,6,H,241000,U
2333,07091 19RD-20.68-201401110930955015449,07091 19RD,20.68,2.01E+20,5,DL,2,> 4,D,6,H,241000,U
2334,07091 19RD-6.85-201401130805953019448,07091 19RD,6.85,2.01E+20,5,DL,2,> 4,D,18,H,182201,U
2335,07091 19RD-6.96-201401032230953020483,07091 19RD,6.96,2.01E+20,3,NDL,1,> 4,D,18,H,182354,U
2336,07091 19RD-7.06-201401071415190030275,07091 19RD,7.06,2.01E+20,5,DL,2,> 4,D,18,H,182354,U
2337,07091 19RD-8.39-201401061540953019792,07091 19RD,8.39,2.01E+20,5,DL,2,> 4,D,6,H,185000,U
2338,07091 19RD-9.352-201401140005953020661,07091 19RD,9.352,2.01E+20,5,NDL,2,> 4,D,18,H,196243,U
2339,07101 19 D-0.06-201401131650959020524,07101 19 D,0.06,2.01E+20,5,DL,2,> 4,D,6,H,206000,U
2340,07101 19 D-0.36-201401021840959020677,07101 19 D,0.36,2.01E+20,3,NDL,1,> 4,D,6,H,206000,U
2341,07101 19 D-0.36-201401101705959020659,07101 19 D,0.36,2.01E+20,4,NDL,4,> 4,D,6,H,206000,U
2342,07101 19 D-0.57-201401130730959015982,07101 19 D,0.57,2.01E+20,5,DL,2,> 4,D,4,H,202000,U
2343,07101 19 D-0.61-201401121658959020443,07101 19 D,0.61,2.01E+20,3,DL,1,> 4,D,4,H,202000,U
2344,07101 19 D-0.67-201401102050959020682,07101 19 D,0.67,2.01E+20,4,NDL,2,> 4,D,6,H,202000,U
2345,07101 19 D-0.7-201401041825959020697,07101 19 D,0.7,2.01E+20,1,NDL,2,> 4,D,6,H,202000,U
2346,07101 19 D-0.71-201401061110959017586,07101 19 D,0.71,2.01E+20,3,DL,2,> 4,D,6,H,202000,U
2347,07101 19 D-0.78-201401071620959015918,07101 19 D,0.78,2.01E+20,5,NDL,2,> 4,D,10,H,202000,U
2348,07101 19 D-0.91-201401120420959020372,07101 19 D,0.91,2.01E+20,3,NDL,1,> 4,D,10,H,273000,U
2349,07101 19 D-1.3-201401071923959020527,07101 19 D,1.3,2.01E+20,5,NDL,2,> 4,D,10,H,286822,U
2350,07101 19 D-1.74-201401110222959020882,07101 19 D,1.74,2.01E+20,5,NDL,2,> 4,D,10,H,271253,U
2351,07101 19 D-1.83-201401082017959020527,07101 19 D,1.83,2.01E+20,5,DL,2,> 4,D,10,H,269297,U
2352,07101 19 D-1.93-201401121725959020470,07101 19 D,1.93,2.01E+20,3,NDL,3,> 4,D,10,H,267677,U
2353,07101 19 D-10.15-201401061558959015918,07101 19 D,10.15,2.01E+20,5,DL,2,> 4,D,12,H,250000,U
2354,07101 19 D-10.3-201401010130959020462,07101 19 D,10.3,2.01E+20,5,NDL,2,> 4,D,12,H,250000,U
2355,07101 19 D-10.93-201401141919958019122,07101 19 D,10.93,2.01E+20,4,NDL,3,> 4,D,8,H,235000,U
2356,07101 19 D-10.96-201401091140958017929,07101 19 D,10.96,2.01E+20,5,DL,2,> 4,D,8,H,235000,U
2357,07101 19 D-11.07-201401020345958019620,07101 19 D,11.07,2.01E+20,1,NDL,1,> 4,D,8,H,235000,U
2358,07101 19 D-11.31-201401101255958019950,07101 19 D,11.31,2.01E+20,5,DL,2,> 4,D,8,H,227000,U
2359,07101 19 D-11.964-201401110243958020159,07101 19 D,11.964,2.01E+20,5,NDL,1,> 4,D,22,H,279000,U
2360,07101 19 D-11.964-201401110245958018585,07101 19 D,11.964,2.01E+20,1,NDL,3,> 4,D,22,H,279000,U
2361,07101 19 D-11.98-201401010710958017228,07101 19 D,11.98,2.01E+20,5,DL,2,> 4,D,22,H,279000,U
2362,07101 19 D-12.02-201401070630958017228,07101 19 D,12.02,2.01E+20,4,NDL,2,> 4,D,8,H,279000,U
2363,07101 19 D-12.987-201401081920958019122,07101 19 D,12.987,2.01E+20,4,NDL,3,> 4,D,8,H,257000,U
2364,07101 19 D-13.07-201401140800958017386,07101 19 D,13.07,2.01E+20,5,DL,2,> 4,D,8,H,257000,U
2365,07101 19 D-13.46-201401082235958016690,07101 19 D,13.46,2.01E+20,5,NDL,1,> 4,D,8,H,257000,U
2366,07101 19 D-13.84-201401101020958019451,07101 19 D,13.84,2.01E+20,4,DL,4,> 4,D,8,H,257000,U
2367,07101 19 D-13.98-201401091217958017929,07101 19 D,13.98,2.01E+20,4,DL,3,> 4,D,8,H,262000,U
2368,07101 19 D-14.45-201401061450959016689,07101 19 D,14.45,2.01E+20,5,DL,2,> 4,D,8,H,262000,U
2369,07101 19 D-14.7-201401110842958019451,07101 19 D,14.7,2.01E+20,5,DL,2,> 4,D,8,H,262000,U
2370,07101 19 D-14.762-201401070850958017228,07101 19 D,14.762,2.01E+20,4,DL,1,> 4,D,8,H,262000,U
2371,07101 19 D-14.98-201401051034958019679,07101 19 D,14.98,2.01E+20,5,DL,2,> 4,D,8,H,267000,U
2372,07101 19 D-14.99-201401081810958019573,07101 19 D,14.99,2.01E+20,5,NDL,2,> 4,D,8,H,267000,U
2373,07101 19 D-15.029-201401102330958019876,07101 19 D,15.029,2.01E+20,5,NDL,2,> 4,D,8,H,267000,U
2374,07101 19 D-15.31-201401050710958017386,07101 19 D,15.31,2.01E+20,5,DL,2,> 4,D,8,H,267000,U
2375,07101 19 D-15.41-201401141805958019573,07101 19 D,15.41,2.01E+20,5,NDL,2,> 4,D,8,H,267000,U
2376,07101 19 D-15.75-201401051435958020400,07101 19 D,15.75,2.01E+20,5,DL,2,> 4,D,8,H,267000,U
2377,07101 19 D-16.03-201401041355958020400,07101 19 D,16.03,2.01E+20,5,DL,2,> 4,D,8,H,283000,U
2378,07101 19 D-17.81-201401131845958019573,07101 19 D,17.81,2.01E+20,4,NDL,3,> 4,D,8,H,314000,U
2379,07101 19 D-18.27-201401070701958017929,07101 19 D,18.27,2.01E+20,4,DL,3,> 4,D,8,H,314000,U
2380,07101 19 D-18.52-201401051922958020400,07101 19 D,18.52,2.01E+20,5,DL,2,> 4,D,8,H,314000,U
2381,07101 19 D-19.16-201401101820958020396,07101 19 D,19.16,2.01E+20,5,NDL,2,> 4,D,8,H,298000,U
2382,07101 19 D-19.18-201401111304958020587,07101 19 D,19.18,2.01E+20,5,DL,2,> 4,D,8,H,298000,U
2383,07101 19 D-19.2-201401012359958019544,07101 19 D,19.2,2.01E+20,5,NDL,1,> 4,D,8,H,298000,U
2384,07101 19 D-19.39-201401070755958013577,07101 19 D,19.39,2.01E+20,5,DL,2,> 4,D,8,H,300000,U
2385,07101 19 D-19.95-201401062200958016695,07101 19 D,19.95,2.01E+20,5,NDL,1,> 4,D,8,H,300000,U
2386,07101 19 D-2.08-201401021830959020527,07101 19 D,2.08,2.01E+20,5,NDL,2,> 4,D,10,H,273000,U
2387,07101 19 D-2.83-201401051525959017867,07101 19 D,2.83,2.01E+20,5,DL,3,> 4,D,10,H,296000,U
2388,07101 19 D-2.88-201401141935959020451,07101 19 D,2.88,2.01E+20,4,NDL,2,> 4,D,10,H,293000,U
2389,07101 19 D-2.9-201401090805959020618,07101 19 D,2.9,2.01E+20,5,DL,2,> 4,D,10,H,293000,U
2390,07101 19 D-2.92-201401101520959020402,07101 19 D,2.92,2.01E+20,5,DL,2,> 4,D,10,H,293000,U
2391,07101 19 D-2.96-201401141155959017520,07101 19 D,2.96,2.01E+20,5,DL,2,> 4,D,10,H,293000,U
2392,07101 19 D-21.14-201401132050958020296,07101 19 D,21.14,2.01E+20,3,NDL,2,> 4,D,8,H,290000,U
2393,07101 19 D-23.31-201401091245958017386,07101 19 D,23.31,2.01E+20,5,DL,2,> 4,D,8,H,261000,U
2394,07101 19 D-24.1-201401081550958018780,07101 19 D,24.1,2.01E+20,5,DL,2,> 4,D,8,H,261000,U
2395,07101 19 D-24.63-201401130840958019679,07101 19 D,24.63,2.01E+20,4,DL,2,> 4,D,8,H,256000,U
2396,07101 19 D-24.8-201401111745958020400,07101 19 D,24.8,2.01E+20,5,NDL,2,> 4,D,8,H,256000,U
2397,07101 19 D-25.19-201401041500958020100,07101 19 D,25.19,2.01E+20,5,DL,2,> 4,D,8,H,229000,U
2398,07101 19 D-25.28-201401130900958019679,07101 19 D,25.28,2.01E+20,5,DL,2,> 4,D,6,H,229000,U
2399,07101 19 D-25.3-201401130840958015831,07101 19 D,25.3,2.01E+20,5,DL,2,> 4,D,6,H,229000,U
2400,07101 19 D-25.42-201401121059958019679,07101 19 D,25.42,2.01E+20,5,DL,1,> 4,D,6,H,197000,U
2401,07101 19 D-26.43-201401071750958019573,07101 19 D,26.43,2.01E+20,5,NDL,2,> 4,D,6,H,197000,U
2402,07101 19 D-26.93-201401111135958019679,07101 19 D,26.93,2.01E+20,5,DL,1,> 4,D,6,H,211000,U
2403,07101 19 D-27.23-201401031500958020100,07101 19 D,27.23,2.01E+20,5,DL,2,> 4,D,6,H,211000,U
2404,07101 19 D-28.33-201401031630958020400,07101 19 D,28.33,2.01E+20,5,NDL,2,> 4,D,22,H,186000,U
2405,07101 19 D-29.56-201401061415958018780,07101 19 D,29.56,2.01E+20,3,NDL,2,> 4,D,22,H,186000,U
2406,07101 19 D-3.19-201401081315959017586,07101 19 D,3.19,2.01E+20,5,DL,2,> 4,D,10,H,293000,U
2407,07101 19 D-3.28-201401101220959020402,07101 19 D,3.28,2.01E+20,5,DL,2,> 4,D,10,H,293000,U
2408,07101 19 D-3.98-201401081030959015918,07101 19 D,3.98,2.01E+20,5,DL,3,> 4,D,8,H,262000,U
2409,07101 19 D-31.15-201401101835958018588,07101 19 D,31.15,2.01E+20,5,NDL,2,> 4,D,22,H,173000,U
2410,07101 19 D-33.31-201401061350958018780,07101 19 D,33.31,2.01E+20,5,DL,3,> 4,D,36,H,179000,U
2411,07101 19 D-33.32-201401081745958014942,07101 19 D,33.32,2.01E+20,4,NDL,3,> 4,D,36,H,179000,U
2412,07101 19 D-37.01-201401111413958019930,07101 19 D,37.01,2.01E+20,5,DL,2,> 4,D,36,H,171000,U
2413,07101 19 D-4.44-201401071440959017920,07101 19 D,4.44,2.01E+20,5,DL,3,> 4,D,99,H,235000,U
2414,07101 19 D-4.484-201401040220959020682,07101 19 D,4.484,2.01E+20,3,NDL,4,> 4,D,99,H,235000,U
2415,07101 19 D-5.25-201401061540959013018,07101 19 D,5.25,2.01E+20,4,DL,2,> 4,D,8,H,212000,U
2416,07101 19 D-5.4-201401131820959020524,07101 19 D,5.4,2.01E+20,5,NDL,2,> 4,D,8,H,212000,U
2417,07101 19 D-5.54-201401071700959020527,07101 19 D,5.54,2.01E+20,5,NDL,2,> 4,D,8,H,212000,U
2418,07101 19 D-5.79-201401111920959020662,07101 19 D,5.79,2.01E+20,4,NDL,2,> 4,D,8,H,187000,U
2419,07101 19 D-5.92-201401121235959020378,07101 19 D,5.92,2.01E+20,5,DL,2,> 4,D,8,H,209000,U
2420,07101 19 D-5.98-201401081814959020663,07101 19 D,5.98,2.01E+20,5,NDL,2,> 4,D,8,H,209000,U
2421,07101 19 D-6.101-201401091545959019008,07101 19 D,6.101,2.01E+20,5,DL,2,> 4,D,8,H,209000,U
2422,07101 19 D-6.458-201401091933959020672,07101 19 D,6.458,2.01E+20,5,NDL,2,> 4,D,12,H,192000,U
2423,07101 19 D-6.52-201401101935959020682,07101 19 D,6.52,2.01E+20,5,NDL,3,> 4,D,12,H,192000,U
2424,07101 19 D-7.29-201401081949959020663,07101 19 D,7.29,2.01E+20,5,NDL,3,> 4,D,10,H,206000,U
2425,07101 19 D-8.03-201401141925959020677,07101 19 D,8.03,2.01E+20,5,NDL,2,> 4,D,99,H,262000,U
2426,07101 19 D-8.07-201401101335959020618,07101 19 D,8.07,2.01E+20,5,DL,2,> 4,D,14,H,262000,U
2427,07101 19 D-8.14-201401120228959020662,07101 19 D,8.14,2.01E+20,5,NDL,2,> 4,D,14,H,262000,U
2428,07101 19 D-8.14-201401131827959020663,07101 19 D,8.14,2.01E+20,5,NDL,2,> 4,D,14,H,262000,U
2429,07101 19 D-8.47-201401131502959015918,07101 19 D,8.47,2.01E+20,4,DL,2,> 4,D,14,H,262000,U
2430,07101 19 D-8.94-201401061800959020524,07101 19 D,8.94,2.01E+20,5,NDL,2,> 4,D,10,H,262000,U
2431,07101 19 D-9.18-201401131500959015982,07101 19 D,9.18,2.01E+20,4,DL,2,> 4,D,10,H,262000,U
2432,07101 19 D-9.18-201401141920959020462,07101 19 D,9.18,2.01E+20,5,NDL,3,> 4,D,10,H,262000,U
2433,07101 19 D-9.21-201401141800959020462,07101 19 D,9.21,2.01E+20,4,NDL,2,> 4,D,10,H,262000,U
2434,07101 19 D-9.7-201401030900959018733,07101 19 D,9.7,2.01E+20,5,DL,1,> 4,D,12,H,250000,U
2435,07101 19 D-9.91-201401012025959020677,07101 19 D,9.91,2.01E+20,5,NDL,2,> 4,D,12,H,250000,U
2436,07101 19 L-11.89-201401102003958019952,07101 19 L,11.89,2.01E+20,5,NDL,2,3,D,50,H,140000,U
2437,07101 19 L-16.99-201401040905958019483,07101 19 L,16.99,2.01E+20,4,DL,5,> 4,D,80,H,141500,U
2438,07101 19 L-17.11-201401041510958020400,07101 19 L,17.11,2.01E+20,5,DL,1,> 4,D,99,H,141500,U
2439,07101 19 L-17.251-201401050500953020406,07101 19 L,17.251,2.01E+20,4,NDL,1,4,D,99,H,155000,U
2440,07101 19 L-17.322-201401111030958020353,07101 19 L,17.322,2.01E+20,5,DL,2,> 4,D,99,H,155000,U
2441,07101 19 L-17.63-201401131020958019483,07101 19 L,17.63,2.01E+20,5,DL,3,> 4,D,8,H,155000,U
2442,07101 19 R-11.78-201401010252958020167,07101 19 R,11.78,2.01E+20,3,NDL,1,> 4,D,99,H,140000,U
2443,07101 19 R-16.89-201401121807958020587,07101 19 R,16.89,2.01E+20,5,NDL,4,4,D,15,H,141500,U
2444,07101 19 R-17.114-201401031205958019483,07101 19 R,17.114,2.01E+20,4,DL,2,4,D,99,H,141500,U
2445,07101 19 R-17.21-201401140800958016413,07101 19 R,17.21,2.01E+20,5,DL,3,> 4,D,99,H,155000,U
2446,07101 56 D-0.18-201401031715977019849,07101 56 D,0.18,2.01E+20,4,NDL,2,> 4,D,36,H,174000,U
2447,07101 56 D-1.37-201401141800977020040,07101 56 D,1.37,2.01E+20,5,DL,2,> 4,D,36,H,176000,U
2448,07101 56 D-10.24-201401101725977020549,07101 56 D,10.24,2.01E+20,4,NDL,5,> 4,D,22,H,118000,U
2449,07101 56 D-10.86-201401101645976517102,07101 56 D,10.86,2.01E+20,5,DL,2,> 4,D,22,H,130000,U
2450,07101 56 D-14.844-201401131721560003754,07101 56 D,14.844,2.01E+20,3,NDL,2,> 4,D,40,H,116000,U
2451,07101 56 D-17.65-201401111445976517395,07101 56 D,17.65,2.01E+20,5,DL,2,> 4,D,22,H,133000,U
2452,07101 56 D-17.95-201401141728976515696,07101 56 D,17.95,2.01E+20,3,NDL,2,> 4,D,22,H,129000,U
2453,07101 56 D-19.01-201401122345976520001,07101 56 D,19.01,2.01E+20,5,NDL,1,> 4,D,22,H,129000,U
2454,07101 56 D-19.29-201401101450976517599,07101 56 D,19.29,2.01E+20,4,DL,3,> 4,D,22,H,125000,U
2455,07101 56 D-19.53-201401111220976520417,07101 56 D,19.53,2.01E+20,3,DL,1,> 4,D,22,H,125000,U
2456,07101 56 D-2.39-201401120900977009276,07101 56 D,2.39,2.01E+20,4,DL,3,> 4,D,36,H,189000,U
2457,07101 56 D-2.47-201401060845977016561,07101 56 D,2.47,2.01E+20,5,DL,2,> 4,D,36,H,189000,U
2458,07101 56 D-2.78-201401112240977017982,07101 56 D,2.78,2.01E+20,5,NDL,2,> 4,D,36,H,189000,U
2459,07101 56 D-2.93-201401140725977016383,07101 56 D,2.93,2.01E+20,5,DL,2,> 4,D,36,H,189000,U
2460,07101 56 D-20.18-201401091002976514823,07101 56 D,20.18,2.01E+20,5,DL,2,> 4,D,22,H,122000,U
2461,07101 56 D-21.01-201401081725976519034,07101 56 D,21.01,2.01E+20,5,NDL,2,> 4,D,22,H,136000,U
2462,07101 56 D-21.32-201401081557976517599,07101 56 D,21.32,2.01E+20,5,DL,2,> 4,D,22,H,136000,U
2463,07101 56 D-21.72-201401071625976516420,07101 56 D,21.72,2.01E+20,4,NDL,2,> 4,D,42,H,136000,U
2464,07101 56 D-22.18-201401090900976516234,07101 56 D,22.18,2.01E+20,4,DL,2,> 4,D,78,H,129000,U
2465,07101 56 D-26.925-201401101920976520585,07101 56 D,26.925,2.01E+20,4,NDL,2,> 4,D,46,H,119000,U
2466,07101 56 D-28.2-201401042020976520540,07101 56 D,28.2,2.01E+20,5,NDL,3,> 4,D,46,H,119000,U
2467,07101 56 D-30.91-201401020945976512252,07101 56 D,30.91,2.01E+20,5,DL,3,4,D,46,H,70000,U
2468,07101 56 D-31.06-201401031725976517675,07101 56 D,31.06,2.01E+20,5,NDL,2,> 4,D,46,H,70000,U
2469,07101 56 D-4.232-201401130823560003147,07101 56 D,4.232,2.01E+20,5,DL,2,> 4,D,22,H,174000,U
2470,07101 56 D-5.05-201401121415977020721,07101 56 D,5.05,2.01E+20,5,DL,3,> 4,D,22,H,171000,U
2471,07101 56 D-5.168-201401031002560001936,07101 56 D,5.168,2.01E+20,5,DL,2,> 4,D,22,H,171000,U
2472,07101 56 D-6.29-201401041200977019849,07101 56 D,6.29,2.01E+20,5,DL,2,> 4,D,22,H,156000,U
2473,07101 56 D-9.4-201401070730977016383,07101 56 D,9.4,2.01E+20,5,DL,2,> 4,D,22,H,118000,U
2474,07101 56 D-9.74-201401091735977020641,07101 56 D,9.74,2.01E+20,5,NDL,2,> 4,D,22,H,118000,U
2475,07101 56 D-9.74-201401101830977019397,07101 56 D,9.74,2.01E+20,5,NDL,2,> 4,D,22,H,118000,U
2476,07101 56RD-23.501-201401051620976520585,07101 56RD,23.501,2.01E+20,4,DL,2,> 4,D,34,H,139000,U
2477,07101 56RD-23.582-201401111247976520423,07101 56RD,23.582,2.01E+20,5,DL,2,> 4,D,34,H,139000,U
2478,07101 56RD-23.65-201401130830976520528,07101 56RD,23.65,2.01E+20,4,DL,3,> 4,D,34,H,139000,U
2479,07101 56RD-24.21-201401070815976512252,07101 56RD,24.21,2.01E+20,5,DL,2,> 4,D,34,H,139000,U
2480,07101 56RD-24.33-201401131140976520528,07101 56RD,24.33,2.01E+20,4,DL,2,> 4,D,34,H,139000,U
2481,07101 56RD-24.65-201401121045976517897,07101 56RD,24.65,2.01E+20,5,DL,2,> 4,D,34,H,119000,U
2482,07101 56RD-25.57-201401111350976517897,07101 56RD,25.57,2.01E+20,5,DL,1,> 4,D,38,H,119000,U
2483,07101 56RD-35.41-201401101815976516714,07101 56RD,35.41,2.01E+20,5,NDL,2,> 4,D,54,H,66000,U
2484,07101 56RD-39.13-201401141530976516712,07101 56RD,39.13,2.01E+20,5,DL,1,> 4,D,70,H,66976,U
2485,07101 56RD-39.76-201401081800976516712,07101 56RD,39.76,2.01E+20,5,NDL,2,> 4,D,70,H,66831,U
2486,07101 56RD-43.51-201401011450976516714,07101 56RD,43.51,2.01E+20,5,DL,2,> 4,D,46,H,66085,U
2487,07101 56TD-22.895-201401031015976512252,07101 56TD,22.895,2.01E+20,5,DL,2,> 4,D,78,H,149000,U
2488,07105 19RD-0.74-201401111640956520110,07105 19RD,0.74,2.01E+20,5,DL,6,> 4,D,54,H,85714,U
2489,07105 19RD-0.951-201401111450956519859,07105 19RD,0.951,2.01E+20,1,DL,1,> 4,D,54,H,85714,U
2490,07105 19RD-0.951-201401112320956520590,07105 19RD,0.951,2.01E+20,3,NDL,1,> 4,D,54,H,85714,U
2491,07105 19RD-1.12-201401111655956520310,07105 19RD,1.12,2.01E+20,5,DL,2,> 4,D,54,H,85714,U
2492,07105 19RD-1.38-201401090615953520698,07105 19RD,1.38,2.01E+20,5,NDL,4,> 4,D,54,H,112134,U
2493,07105 19RD-10.21-201401111355953020430,07105 19RD,10.21,2.01E+20,5,DL,2,> 4,D,55,H,182236,U
2494,07105 19RD-10.5-201401080545953020675,07105 19RD,10.5,2.01E+20,5,NDL,2,> 4,D,50,H,182929,U
2495,07105 19RD-11.41-201401052230953020575,07105 19RD,11.41,2.01E+20,5,NDL,2,> 4,D,50,H,184317,U
2496,07105 19RD-11.82-201401111350953020430,07105 19RD,11.82,2.01E+20,5,DL,2,> 4,D,50,H,179336,U
2497,07105 19RD-11.96-201401020915953020643,07105 19RD,11.96,2.01E+20,5,DL,2,> 4,D,50,H,180273,U
2498,07105 19RD-12.18-201401130725953018378,07105 19RD,12.18,2.01E+20,4,DL,3,> 4,D,50,H,180756,U
2499,07105 19RD-12.78-201401140745953019448,07105 19RD,12.78,2.01E+20,5,DL,4,> 4,D,50,H,182264,U
2500,07105 19RD-13.09-201401120035953518188,07105 19RD,13.09,2.01E+20,5,NDL,2,> 4,D,50,H,183617,U
